element_symbol,element_name,type,subtype,class,subclass,biosample_acc,asm_acc,target_acc,start_on_contig,end_on_contig,strand,pct_ref_coverage,pct_ref_identity
aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,SAMN35159602,GCA_031045875.2,PDT001744152.2,133,948,-,100.0,100.0
ftsI_R504C,Pseudomonas aeruginosa carbapenem resistant FtsI,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN29442016,GCA_024714765.1,PDT001395162.2,148816,150552,+,100.0,99.83
yfdX1,heat resistance protein YfdX1,STRESS,HEAT,,,SAMN09788409,GCA_003970625.1,PDT000425035.1,73731,74639,-,100.0,91.78
dfrA5,trimethoprim-resistant dihydrofolate reductase DfrA5,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,SAMN18874780,GCA_020406995.1,PDT001149148.1,1672,2145,-,100.0,100.0
erm(42),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(42),AMR,AMR,LINCOSAMIDE/MACROLIDE,CLINDAMYCIN/ERYTHROMYCIN,SAMN04014920,GCA_003073335.1,PDT000311281.1,3418,4323,-,100.0,100.0
aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN04448229,GCA_001709275.1,PDT000145746.1,49872,50732,-,100.0,100.0
blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,SAMN10086747,GCA_014840535.1,PDT000855231.1,7995,8807,+,100.0,100.0
rmtC,RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,SAMN10086689,GCA_014840575.1,PDT000855233.1,6358,7203,-,100.0,100.0
blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN02141994,GCA_000406865.1,PDT000016135.2,2197,3057,-,100.0,100.0
blaCARB-2,PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-2,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN18874700,GCA_019930185.1,PDT001128531.2,961,1827,-,100.0,100.0
blaSHV,SHV family class A beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN04448240,GCA_022316015.1,PDT000130442.2,2,838,+,97.2,99.28
blaOXA-488,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-488,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN07291496,GCA_002968655.1,PDT000292995.1,171865,172653,-,100.0,100.0
aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN04014909,GCA_002055855.1,PDT000197021.1,239198,240058,-,100.0,100.0
terC,tellurium resistance membrane protein TerC,STRESS,METAL,TELLURIUM,TELLURIUM,SAMN10086701,GCA_014840595.1,PDT000855234.1,61304,62344,-,100.0,99.42
qnrB4,quinolone resistance pentapeptide repeat protein QnrB4,AMR,AMR,QUINOLONE,QUINOLONE,SAMN02581397,GCA_000694535.1,PDT000030673.1,8772,9416,-,100.0,100.0
blaKPC-3,carbapenem-hydrolyzing class A beta-lactamase KPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,SAMN04014845,GCA_001875045.2,PDT000158313.2,3144,4025,+,100.0,100.0
iroN,siderophore salmochelin receptor IroN,VIRULENCE,VIRULENCE,,,SAMN10405422,GCA_003952035.1,PDT000421932.1,313769,315943,-,100.0,99.86
blaPDC-35,class C beta-lactamase PDC-35,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN34104072,GCA_029635985.1,PDT001684050.1,116160,117353,-,100.0,100.0
ble,bleomycin binding protein Ble-MBL,AMR,AMR,BLEOMYCIN,BLEOMYCIN,SAMN04448240,GCA_022316015.1,PDT000130442.2,1818,2183,-,100.0,100.0
dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,SAMN04448236,GCA_022315955.1,PDT000130449.2,40669,41142,-,100.0,100.0
ompK36_D135DGD,Klebsiella pneumoniae carbapenem resistant OmpK36,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN07672549,GCA_003203435.1,PDT000327866.1,4463542,4464666,-,100.0,92.29
armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN23150585,GCA_021245785.1,PDT001211266.1,4504,5277,+,100.0,100.0
sul3,sulfonamide-resistant dihydropteroate synthase Sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,SAMN02142021,GCA_000417045.1,PDT000015900.2,2021,2812,+,100.0,100.0
blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN02138599,GCA_000567565.1,PDT000022765.1,218549,219409,-,100.0,100.0
terC,tellurium resistance membrane protein TerC,STRESS,METAL,TELLURIUM,TELLURIUM,SAMN18874700,GCA_019930185.1,PDT001128531.2,20004,21044,+,100.0,99.13
aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN06546425,GCA_022300135.1,PDT000198415.3,1694,2554,-,100.0,100.0
aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN05213501,GCA_001720765.1,PDT000148426.1,7525,8385,+,100.0,100.0
dfrA27,trimethoprim-resistant dihydrofolate reductase DfrA27,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,SAMN04514122,GCA_022316245.1,PDT000111519.2,620,1093,+,100.0,100.0
blaCMY-6,class C beta-lactamase CMY-6,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN10086811,GCA_014840295.1,PDT000855219.1,40524,41669,-,100.0,100.0
ftsI_R504C,Pseudomonas aeruginosa carbapenem resistant FtsI,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN29442026,GCA_024714565.1,PDT001395152.2,7906,9642,+,100.0,99.83
terD,tellurium resistance membrane protein TerD,STRESS,METAL,TELLURIUM,TELLURIUM,SAMN02581397,GCA_000694535.1,PDT000030673.1,203145,203723,-,100.0,98.44
qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,AMR,AMR,QUINOLONE,QUINOLONE,SAMN18874724,GCA_020407015.1,PDT001149149.1,821,1465,-,100.0,100.0
ompK36_D135DGD,Klebsiella pneumoniae carbapenem resistant OmpK36,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN29928037,GCA_024580195.1,PDT001381286.1,1691192,1692316,+,100.0,92.29
blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN04514121,GCA_022316305.1,PDT000111518.2,1528,2388,-,100.0,100.0
blaSHV-1,broad-spectrum class A beta-lactamase SHV-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN34111349,GCA_031034115.1,PDT001770851.1,68326,69186,-,100.0,100.0
blaDHA,DHA family class C beta-lactamase,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN04014984,GCA_002180315.1,PDT000217003.1,68047,68841,-,69.92,100.0
blaOXA-494,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-494,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN09788384,GCA_003969355.1,PDT000424996.1,344164,344952,-,100.0,100.0
tet(D),tetracycline efflux MFS transporter Tet(D),AMR,AMR,TETRACYCLINE,TETRACYCLINE,SAMN04448248,GCA_022315855.1,PDT000130451.2,686,1870,+,100.0,100.0
mph(E),Mph(E) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,ERYTHROMYCIN,SAMN18874780,GCA_020406995.1,PDT001149148.1,4816,5700,+,100.0,100.0
dfrA30,trimethoprim-resistant dihydrofolate reductase DfrA30,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,SAMN06350010,GCA_013180465.1,PDT000751083.1,357,830,+,100.0,99.36
aadA11,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,SAMN07291497,GCA_002968585.1,PDT000292994.1,337661,338506,-,100.0,100.0
arr-3,NAD(+)--rifampin ADP-ribosyltransferase Arr-3,AMR,AMR,RIFAMYCIN,RIFAMYCIN,SAMN04448235,GCA_022315935.1,PDT000130448.5,1370,1822,+,100.0,100.0
terE,tellurium resistance cAMP binding protein TerE,STRESS,METAL,TELLURIUM,TELLURIUM,SAMN10086816,GCA_014840245.1,PDT000855218.1,4234,4809,+,100.0,99.48
qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,AMR,AMR,QUINOLONE,QUINOLONE,SAMN05774081,GCA_022310955.1,PDT000149567.2,818,1462,-,100.0,100.0
blaSHV-28,broad-spectrum class A beta-lactamase SHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN18874760,GCA_019927625.1,PDT001128408.2,212647,213507,+,100.0,100.0
cmlA5,chloramphenicol efflux MFS transporter CmlA5,AMR,AMR,PHENICOL,CHLORAMPHENICOL,SAMN04448225,GCA_022315675.1,PDT000130462.2,215,1474,+,100.0,100.0
blaSHV-1,broad-spectrum class A beta-lactamase SHV-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN34111340,GCA_031039775.1,PDT001769958.1,243,1103,+,100.0,100.0
ere(A),EreA family erythromycin esterase,AMR,AMR,MACROLIDE,ERYTHROMYCIN,SAMN04014981,GCA_003204465.1,PDT000331123.1,120518,121774,-,100.0,100.0
ompK36_T136TDT,Klebsiella pneumoniae carbapenem resistant OmpK36,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN18874723,GCA_019928405.1,PDT001128447.2,394596,395705,+,100.0,98.92
blaOXA-904,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-904,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN09788395,GCA_003969495.1,PDT000425004.1,112281,113069,+,100.0,100.0
dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,SAMN04448235,GCA_022315935.1,PDT000130448.5,1999,2472,-,100.0,100.0
ftsI_R504C,Pseudomonas aeruginosa carbapenem resistant FtsI,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN29441788,GCA_024720515.1,PDT001395445.2,44100,45836,-,100.0,99.65
oqxB19,multidrug efflux RND transporter permease subunit OqxB19,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,SAMN12738927,GCA_008704045.1,PDT000595117.1,3483428,3486580,-,100.0,100.0
blaSHV-28,broad-spectrum class A beta-lactamase SHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN18874724,GCA_020407015.1,PDT001149149.1,82835,83695,-,100.0,100.0
acrR_V165I,Klebsiella pneumoniae tigecycline resistant AcrR,AMR,POINT,TETRACYCLINE,TIGECYCLINE,SAMN23219801,GCA_020985265.1,PDT001185294.1,3926986,3927636,-,100.0,98.15
blaPDC-3,extended-spectrum class C beta-lactamase PDC-3,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN09788411,GCA_003969965.1,PDT000425026.1,723191,724384,+,100.0,100.0
ftsI_R504C,Pseudomonas aeruginosa carbapenem resistant FtsI,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN29441811,GCA_024720035.1,PDT001395421.2,27443,29179,-,100.0,99.83
blaKPC-2,carbapenem-hydrolyzing class A beta-lactamase KPC-2,AMR,AMR,BETA-LACTAM,CARBAPENEM,SAMN02138585,GCA_000567665.1,PDT000022770.1,64368,65249,+,100.0,100.0
terD,tellurium resistance membrane protein TerD,STRESS,METAL,TELLURIUM,TELLURIUM,SAMN10086734,GCA_014840475.1,PDT000855228.1,20727,21305,+,100.0,98.44
oqxB32,multidrug efflux RND transporter permease subunit OqxB32,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,SAMN26101604,GCA_022432045.1,PDT001256029.1,1219,4371,+,100.0,100.0
dfrA27,trimethoprim-resistant dihydrofolate reductase DfrA27,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,SAMN12738925,GCA_008704145.1,PDT000595123.1,51292,51765,+,100.0,100.0
yfdX2,heat resistance protein YfdX2,STRESS,HEAT,,,SAMN35159593,GCA_031045715.2,PDT001744162.2,7448,8335,+,100.0,98.98
pmrB_V15I,Pseudomonas aeruginosa colistin resistant PmrB,AMR,POINT,COLISTIN,COLISTIN,SAMN36409445,GCA_030504675.1,PDT001823068.1,22141,23574,-,100.0,98.95
blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN35159657,GCA_031046515.2,PDT001744115.2,24,884,+,100.0,100.0
terE,tellurium resistance cAMP binding protein TerE,STRESS,METAL,TELLURIUM,TELLURIUM,SAMN18874780,GCA_020406995.1,PDT001149148.1,20645,21220,-,100.0,98.95
ant(2'')-Ia,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN,SAMN41091868,GCA_038512135.1,PDT002147335.1,50,583,+,100.0,99.44
terB,tellurium resistance membrane protein TerB,STRESS,METAL,TELLURIUM,TELLURIUM,SAMN18874688,GCA_019930385.1,PDT001128540.2,19034,19489,+,100.0,100.0
iroC,salmochelin/enterobactin export ABC transporter IroC,VIRULENCE,VIRULENCE,,,SAMN02356607,GCA_000534255.1,PDT000021114.1,3599299,3602967,+,100.0,84.38
pmrB_V15I,Pseudomonas aeruginosa colistin resistant PmrB,AMR,POINT,COLISTIN,COLISTIN,SAMN09788317,GCA_003968445.1,PDT000424964.1,63717,65150,-,100.0,98.95
iroC,salmochelin/enterobactin export ABC transporter IroC,VIRULENCE,VIRULENCE,,,SAMN02581393,GCA_000692155.1,PDT000030612.1,2741759,2745427,+,100.0,84.3
sat2,streptothricin N-acetyltransferase Sat2,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,SAMN04014907,GCA_002948565.1,PDT000290062.1,3078232,3078756,-,100.0,100.0
blaTEM,TEM family class A beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN39956422,GCA_036669215.1,PDT002080300.1,2012,2854,-,97.9,100.0
aadA6,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,SAMN07291549,GCA_003324295.1,PDT000352614.1,1336513,1337358,-,100.0,100.0
erm(B),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),AMR,AMR,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,SAMN34111340,GCA_031039775.1,PDT001769958.1,292,1029,+,100.0,99.59
aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,SAMN04514119,GCA_022316345.1,PDT000111516.2,87,902,+,100.0,100.0
blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN02581244,GCA_000694655.1,PDT000030679.1,11585,12385,-,100.0,100.0
qnrS1,quinolone resistance pentapeptide repeat protein QnrS1,AMR,AMR,QUINOLONE,QUINOLONE,SAMN07410711,GCA_022299675.1,PDT000226507.2,12887,13543,-,100.0,100.0
armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN10086701,GCA_014840595.1,PDT000855234.1,6563,7336,-,100.0,100.0
tet(G),tetracycline efflux MFS transporter Tet(G),AMR,AMR,TETRACYCLINE,TETRACYCLINE,SAMN04014920,GCA_003073335.1,PDT000311281.1,16961,18136,-,100.0,100.0
blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN04014882,GCA_001875125.1,PDT000158317.1,208409,209209,+,100.0,100.0
iroN,siderophore salmochelin receptor IroN,VIRULENCE,VIRULENCE,,,SAMN10405437,GCA_003951535.1,PDT000421925.1,111658,113832,-,100.0,99.86
armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN29928034,GCA_024580135.1,PDT001381285.1,105769,106542,-,100.0,100.0
blaOXA-395,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-395,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN23150585,GCA_021245785.1,PDT001211266.1,104430,105218,-,100.0,100.0
blaOXA-488,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-488,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN09788393,GCA_003969485.1,PDT000425003.1,19092,19880,+,100.0,100.0
blaVEB-5,extended-spectrum class A beta-lactamase VEB-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN10086826,GCA_014840325.1,PDT000855222.1,889,1788,-,100.0,100.0
ramR_A19V,Klebsiella pneumoniae tigecycline resistant RamR,AMR,POINT,TETRACYCLINE,TIGECYCLINE,SAMN02581397,GCA_000694535.1,PDT000030673.1,433010,433552,-,93.26,98.89
dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,SAMN18874739,GCA_019928075.1,PDT001128431.2,2644,3117,-,100.0,100.0
aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN05213495,GCA_001720845.1,PDT000148429.1,372,1232,+,100.0,100.0
psi-GI,heat resistance protein PsiE-GI,STRESS,HEAT,,,SAMN34535840,GCA_030026945.2,PDT001737479.2,33939,34436,-,100.0,95.76
arr-3,NAD(+)--rifampin ADP-ribosyltransferase Arr-3,AMR,AMR,RIFAMYCIN,RIFAMYCIN,SAMN26101604,GCA_022432045.1,PDT001256029.1,2378,2830,+,100.0,100.0
blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,SAMN10086809,GCA_014840305.1,PDT000855220.1,8110,8922,-,100.0,100.0
oqxB5,multidrug efflux RND transporter permease subunit OqxB5,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,SAMN02141966,GCA_000406505.1,PDT000016131.2,54331,57483,-,100.0,100.0
ftsI_R504C,Pseudomonas aeruginosa carbapenem resistant FtsI,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN29441926,GCA_024716555.1,PDT001395251.2,27410,29146,-,100.0,99.83
trxLHR,heat resistance system thioredoxin Trx-GI,STRESS,HEAT,,,SAMN35159593,GCA_031045715.2,PDT001744162.2,10250,10690,+,100.0,99.32
aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN04014976,GCA_003571545.1,PDT000380977.1,82698,83558,+,100.0,100.0
oqxB32,multidrug efflux RND transporter permease subunit OqxB32,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,SAMN22169093,GCA_020552755.1,PDT001161722.1,662967,666119,+,100.0,100.0
tet(D),tetracycline efflux MFS transporter Tet(D),AMR,AMR,TETRACYCLINE,TETRACYCLINE,SAMN07325908,GCA_022299835.1,PDT000222839.2,1640,2824,-,100.0,100.0
sat2,streptothricin N-acetyltransferase Sat2,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,SAMN04014984,GCA_002180315.1,PDT000217003.1,4127625,4128149,-,100.0,100.0
aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN22169094,GCA_020552715.1,PDT001161721.1,23646,24506,-,100.0,100.0
ncrB,nickel-sensing transcriptional repressor NcrB,STRESS,METAL,NICKEL,NICKEL,SAMN04014950,GCA_003571705.1,PDT000380981.1,278857,279126,-,100.0,100.0
pmrB_V15I,Pseudomonas aeruginosa colistin resistant PmrB,AMR,POINT,COLISTIN,COLISTIN,SAMN07291533,GCA_003074095.1,PDT000311294.1,5152669,5154102,+,100.0,98.95
blaKPC-2,carbapenem-hydrolyzing class A beta-lactamase KPC-2,AMR,AMR,BETA-LACTAM,CARBAPENEM,SAMN06350010,GCA_013180465.1,PDT000751083.1,8924,9805,-,100.0,100.0
dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,SAMN22169093,GCA_020552755.1,PDT001161722.1,202698,203171,-,100.0,100.0
blaTEM,TEM family class A beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN03892126,GCA_022316805.1,PDT000077408.3,147,977,-,96.5,99.64
tet(X5),tetracycline-inactivating monooxygenase Tet(X5),AMR,AMR,TETRACYCLINE,TIGECYCLINE,SAMN18874753,GCA_019927805.1,PDT001128417.2,26,1189,+,100.0,96.03
aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN04448248,GCA_022315855.1,PDT000130451.2,1693,2553,-,100.0,100.0
blaOXA-9,oxacillin-hydrolyzing class D beta-lactamase OXA-9,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN02356613,GCA_000566865.1,PDT000022732.1,306,1130,+,100.0,100.0
terC,tellurium resistance membrane protein TerC,STRESS,METAL,TELLURIUM,TELLURIUM,SAMN29928035,GCA_024580215.1,PDT001381287.1,45981,47021,+,100.0,99.13
blaCMY-4,class C beta-lactamase CMY-4,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN04014984,GCA_002180315.1,PDT000217003.1,10733,11878,+,100.0,100.0
blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN02142001,GCA_000409105.1,PDT000016141.2,23,883,+,100.0,100.0
ftsI_R504C,Pseudomonas aeruginosa carbapenem resistant FtsI,AMR,POINT,BETA-LACTAM,CARBAPENEM,SAMN29441841,GCA_024719495.1,PDT001395394.2,7904,9640,+,100.0,99.83
aph(3')-VI,APH(3')-VI family aminoglycoside O-phosphotransferase,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,SAMN18874741,GCA_019928045.1,PDT001128429.2,32,472,+,56.76,100.0
oqxB20,multidrug efflux RND transporter permease subunit OqxB20,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,SAMN04448248,GCA_022315855.1,PDT000130451.2,88645,91797,+,100.0,100.0
psi-GI,heat resistance protein PsiE-GI,STRESS,HEAT,,,SAMN04014917,GCA_003571525.1,PDT000380976.1,108727,109224,-,100.0,95.76
blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN02142023,GCA_000417445.1,PDT000015907.2,23,883,+,100.0,100.0
blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,AMR,AMR,BETA-LACTAM,CARBAPENEM,SAMN41091868,GCA_038512135.1,PDT002147335.1,12376,13188,-,100.0,100.0
blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN04014970,GCA_002180295.1,PDT000217002.1,28162,29022,-,100.0,100.0
msr(E),ABC-F type ribosomal protection protein Msr(E),AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,SAMN10086734,GCA_014840475.1,PDT000855228.1,5073,6548,-,100.0,100.0
qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,AMR,AMR,QUINOLONE,QUINOLONE,SAMN05774081,GCA_022310955.1,PDT000149567.2,6037,6681,+,100.0,100.0
floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,SAMN04014885,GCA_001875135.1,PDT000158318.1,98566,99780,+,100.0,100.0
qnrS1,quinolone resistance pentapeptide repeat protein QnrS1,AMR,AMR,QUINOLONE,QUINOLONE,SAMN05213494,GCA_001720865.1,PDT000148430.1,5905,6561,-,100.0,100.0
blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN18874781,GCA_019927265.1,PDT001128390.2,76,936,+,100.0,100.0
ampC,CMY2-MIR-ACT-EC family cephalosporin-hydrolyzing class C beta-lactamase,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN10405419,GCA_003951125.1,PDT000421919.1,232841,233986,-,100.0,98.69
blaSHV-1,broad-spectrum class A beta-lactamase SHV-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN18874703,GCA_019930125.1,PDT001128527.2,8551,9411,-,100.0,100.0
aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN04448224,GCA_021773985.1,PDT001230705.1,73,933,+,100.0,100.0
oqxR_D95E,Klebsiella pneumoniae tigecycline resistant OqxR,AMR,POINT,TETRACYCLINE,TIGECYCLINE,SAMN23219801,GCA_020985265.1,PDT001185294.1,1215510,1215989,+,100.0,98.74
blaPDC-3,extended-spectrum class C beta-lactamase PDC-3,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN09788396,GCA_003969475.1,PDT000425002.1,108545,109738,+,100.0,100.0
aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN06546424,GCA_022300175.1,PDT000198416.2,44,904,+,100.0,100.0
blaOXA-5,oxacillin-hydrolyzing class D beta-lactamase OXA-5,AMR,AMR,BETA-LACTAM,BETA-LACTAM,SAMN17616831,GCA_016905405.1,PDT000967878.1,406558,407361,-,100.0,100.0
armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,SAMN04448229,GCA_001709275.1,PDT000145746.1,66584,67357,-,100.0,100.0
blaKPC-3,carbapenem-hydrolyzing class A beta-lactamase KPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,SAMN04014966,GCA_002197505.1,PDT000219691.1,62233,63114,+,100.0,100.0
catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,SAMN04448223,GCA_022315755.1,PDT000130458.2,223,882,+,100.0,99.54
blaKPC-3,carbapenem-hydrolyzing class A beta-lactamase KPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,SAMN02356617,GCA_000566825.1,PDT000022730.1,43919,44800,-,100.0,100.0
ampC,CMY2-MIR-ACT-EC family cephalosporin-hydrolyzing class C beta-lactamase,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN02581251,GCA_000692215.1,PDT000030615.1,61828,62973,+,100.0,100.0
arr-3,NAD(+)--rifampin ADP-ribosyltransferase Arr-3,AMR,AMR,RIFAMYCIN,RIFAMYCIN,SAMN04014967,GCA_002192315.1,PDT000218722.1,12048,12500,-,100.0,100.0
